ptime_user,ptime_sys,ptime_none,ptime_other,pusing,freq_inst,pfreq,pram
0.8,0.3,98.6,0.30000000000001137,1.3,900.2597499999999,23.691046052631577,0.0,
0.5,0.3,99.2,0.0,0.8,900.11375,23.68720394736842,0.0,
1.9,1.0,97.0,0.09999999999999432,3.0,900.17175,23.688730263157897,0.0,
2.2,1.9,95.5,0.4000000000000057,4.5,900.1675,23.68861842105263,0.0,
0.7,0.2,99.0,0.09999999999999432,1.0,900.193,23.689289473684212,0.0,
1.6,0.8,97.5,0.09999999999999432,2.5,2049.36475,53.930651315789476,0.0,
2.2,0.6,97.1,0.10000000000000853,2.9,900.12275,23.687440789473683,0.0,
2.5,0.4,97.0,0.09999999999999432,3.0,899.787,23.678605263157895,0.0,
2.9,0.8,96.1,0.20000000000000284,3.9,1467.85925,38.627874999999996,0.0,
2.0,0.4,97.5,0.09999999999999432,2.5,900.33325,23.692980263157892,0.0,
1.5,0.3,98.1,0.10000000000000853,1.9,900.0665000000001,23.685960526315792,0.0,
1.8,1.0,96.9,0.29999999999999716,3.1,900.0587499999999,23.685756578947366,0.0,
3.2,1.4,92.0,3.4000000000000057,4.8,1082.68675,28.49175657894737,0.0,
3.0,0.5,96.2,0.29999999999999716,3.8,976.982,25.710052631578947,0.0,
1.4,0.3,98.1,0.20000000000000284,1.9,900.08025,23.686322368421052,0.0,
0.8,0.3,98.8,0.10000000000000853,1.2,900.4095,23.694986842105262,0.0,
2.0,1.6,96.1,0.30000000000001137,3.8,900.112,23.687157894736842,0.0,
21.6,1.5,75.4,1.5,24.6,2823.11775,74.29257236842105,0.0,
16.5,1.2,81.6,0.7000000000000028,18.4,3717.7447500000003,97.83538815789474,0.0,
20.4,1.8,76.6,1.2000000000000028,23.4,3134.06125,82.47529605263158,0.0,
15.6,4.1,75.8,4.5,24.2,1714.9630000000002,45.130605263157896,0.0,
10.9,3.1,84.7,1.2999999999999972,15.3,1096.5532500000002,28.856664473684212,0.0,
4.9,0.5,94.3,0.29999999999999716,5.7,883.69825,23.255217105263156,0.0,
2.3,0.3,97.2,0.20000000000000284,2.8,900.113,23.687184210526315,0.0,
3.9,0.4,95.3,0.4000000000000057,4.7,889.358,23.40415789473684,0.0,
2.9,0.5,96.3,0.29999999999999716,3.7,900.22325,23.690085526315787,0.0,
1.7,0.4,97.8,0.10000000000000853,2.2,900.079,23.68628947368421,0.0,
1.7,0.7,97.3,0.29999999999999716,2.7,889.51,23.408157894736842,0.0,
3.0,0.5,96.4,0.09999999999999432,3.6,898.1805,23.636328947368423,0.0,
3.1,0.5,96.1,0.30000000000001137,3.8,1597.87525,42.04934868421052,0.0,
3.9,0.6,95.2,0.29999999999999716,4.8,884.1889999999999,23.26813157894736,0.0,
1.3,0.2,98.5,0.0,1.5,900.2864999999999,23.69175,0.0,
1.5,0.5,97.9,0.09999999999999432,2.1,900.25475,23.69091447368421,0.0,
1.4,0.3,98.2,0.09999999999999432,1.8,929.82575,24.469098684210525,0.0,
2.7,0.2,97.0,0.09999999999999432,3.0,900.1595,23.68840789473684,0.0,
1.1,0.3,98.5,0.09999999999999432,1.5,933.289,24.56023684210526,0.0,
3.0,0.8,96.0,0.20000000000000284,4.0,900.1410000000001,23.68792105263158,0.0,
3.7,1.0,95.1,0.20000000000000284,4.9,1893.30175,49.8237302631579,0.0,
2.8,1.5,95.5,0.20000000000000284,4.5,1975.95775,51.99888815789473,0.0,
2.8,0.6,96.4,0.19999999999998863,3.6,949.7005,24.99211842105263,0.0,
1.4,0.4,98.0,0.20000000000000284,1.9,900.18825,23.689164473684208,0.0,
0.9,0.2,98.8,0.10000000000000853,1.2,900.2105,23.68975,0.0,
1.4,0.6,97.9,0.09999999999999432,2.1,900.11025,23.68711184210526,0.0,
1.3,1.2,97.4,0.09999999999999432,2.6,1014.2065,26.689644736842105,0.0,
0.4,0.1,99.3,0.20000000000000284,0.6,900.2505,23.690802631578947,0.0,
0.3,0.1,99.6,0.0,0.4,886.8007500000001,23.336861842105264,0.0,
0.3,0.2,99.5,0.0,0.5,915.30475,24.08696710526316,0.0,
0.2,0.1,99.7,0.0,0.3,900.16025,23.68842763157895,0.0,
0.3,0.2,99.5,0.0,0.5,900.25475,23.69091447368421,0.0,
0.2,0.2,99.6,0.0,0.4,896.58575,23.59436184210526,0.0,
0.2,0.0,99.7,0.09999999999999432,0.3,900.19775,23.689414473684213,0.0,
0.2,0.2,99.6,0.0,0.4,900.2144999999999,23.689855263157895,0.0,
0.4,0.2,99.4,0.0,0.6,900.122,23.687421052631578,0.0,
0.3,0.0,99.6,0.10000000000000853,0.4,900.1295,23.68761842105263,0.0,
0.2,0.1,99.7,0.0,0.3,1046.16425,27.53063815789474,0.0,
0.4,0.1,99.5,0.0,0.5,900.2905,23.69185526315789,0.0,
0.1,0.1,99.7,0.09999999999999432,0.3,900.12725,23.687559210526317,0.0,
0.2,0.1,99.7,0.0,0.3,900.1292500000001,23.687611842105262,0.0,
0.2,0.1,99.6,0.10000000000000853,0.3,900.1220000000001,23.68742105263158,0.0,
1.9,0.7,96.7,0.7000000000000028,2.8,900.10225,23.686901315789473,0.0,
0.2,0.1,99.7,0.0,0.3,900.1875,23.689144736842106,0.0,
0.2,0.1,99.6,0.10000000000000853,0.4,900.2425,23.690592105263157,0.0,
1.7,0.2,97.9,0.19999999999998863,2.1,2055.775,54.099342105263155,0.0,
3.8,0.3,95.6,0.30000000000001137,4.4,900.1489999999999,23.688131578947367,0.0,
2.7,0.4,96.7,0.20000000000000284,3.3,900.325,23.69276315789474,0.0,
4.0,0.4,95.3,0.29999999999999716,4.7,900.3235,23.692723684210524,0.0,
1.1,0.3,98.6,0.0,1.4,884.92725,23.287559210526315,0.0,
1.0,0.2,98.7,0.09999999999999432,1.2,900.24,23.690526315789473,0.0,
3.1,0.4,96.4,0.09999999999999432,3.6,1139.9395,29.998407894736843,0.0,
3.0,0.2,96.6,0.20000000000000284,3.4,1013.82725,26.679664473684213,0.0,
1.1,0.3,98.4,0.19999999999998863,1.6,900.11775,23.687309210526315,0.0,
1.9,0.3,97.7,0.09999999999999432,2.3,1936.22525,50.95329605263158,0.0,
3.4,0.3,95.9,0.3999999999999915,4.1,1066.251,28.05923684210526,0.0,
3.0,0.4,96.4,0.19999999999998863,3.6,2184.54775,57.488098684210534,0.0,
4.4,0.6,94.8,0.20000000000000284,5.2,900.13825,23.687848684210525,0.0,
5.9,0.5,93.3,0.29999999999999716,6.7,924.2824999999999,24.32322368421052,0.0,
3.6,1.2,94.8,0.4000000000000057,5.2,904.3774999999999,23.79940789473684,0.0,
2.4,1.7,95.8,0.10000000000000853,4.2,900.13625,23.68779605263158,0.0,
3.2,0.6,96.0,0.20000000000000284,4.0,1611.1015,42.397407894736844,0.0,
5.0,0.7,94.1,0.20000000000000284,5.8,897.139,23.608921052631576,0.0,
2.5,1.1,96.3,0.10000000000000853,3.7,1540.116,40.52936842105263,0.0,
2.8,1.0,96.0,0.20000000000000284,4.0,883.5082500000001,23.25021710526316,0.0,
0.7,0.2,99.1,0.0,0.9,900.253,23.69086842105263,0.0,
1.5,0.7,97.6,0.20000000000000284,2.4,896.366,23.588578947368422,0.0,
0.3,0.1,99.6,0.0,0.4,900.252,23.690842105263158,0.0,
3.2,0.3,96.3,0.20000000000000284,3.7,1708.03075,44.94817763157894,0.0,
4.7,0.5,94.7,0.09999999999999432,5.3,1298.263,34.16481578947368,0.0,
4.9,0.5,94.4,0.19999999999998863,5.6,900.2115,23.689776315789473,0.0,
5.2,0.5,94.0,0.29999999999999716,5.9,889.87375,23.417730263157896,0.0,
1.2,0.1,98.7,0.0,1.3,907.4625,23.88059210526316,0.0,
5.8,0.5,93.4,0.29999999999999716,6.6,1651.9154999999996,43.47146052631578,0.0,
3.7,0.4,95.8,0.10000000000000853,4.2,900.1702500000001,23.688690789473686,0.0,
5.4,1.0,93.4,0.19999999999998863,6.6,1893.9940000000001,49.84194736842106,0.0,
2.9,1.5,95.3,0.29999999999999716,4.7,900.1157499999999,23.687256578947366,0.0,
2.3,0.9,96.6,0.20000000000000284,3.4,900.289,23.691815789473683,0.0,
2.9,1.5,95.2,0.3999999999999915,4.8,893.1985,23.505223684210524,0.0,
0.2,0.1,99.6,0.10000000000000853,0.4,900.1302499999999,23.687638157894735,0.0,
1.4,0.5,97.9,0.19999999999998863,2.1,900.22775,23.69020394736842,0.0,
2.5,1.2,95.6,0.7000000000000028,4.2,1096.29275,28.849809210526317,0.0,
1.2,0.7,97.8,0.29999999999999716,2.1,995.959,26.209447368421053,0.0,
3.9,1.9,92.7,1.5,7.0,952.02375,25.05325657894737,0.0,
2.4,1.1,95.8,0.7000000000000028,4.1,1009.7035000000001,26.571144736842108,0.0,
2.1,0.8,96.5,0.5999999999999943,3.4,916.1419999999999,24.108999999999998,0.0,
1.8,0.6,97.2,0.3999999999999915,2.8,1073.4075,28.247565789473683,0.0,
2.2,1.2,96.0,0.5999999999999943,3.9,1016.4965000000001,26.749907894736843,0.0,
0.3,0.3,99.3,0.10000000000000853,0.7,900.3047499999999,23.692230263157892,0.0,
0.6,0.4,98.7,0.29999999999999716,1.2,900.198,23.68942105263158,0.0,
2.1,1.2,96.4,0.29999999999999716,3.6,1764.0975,46.42361842105263,0.0,
9.1,3.0,86.0,1.9000000000000057,13.5,899.83375,23.679835526315788,0.0,
0.2,0.1,99.6,0.10000000000000853,0.3,892.6220000000001,23.49005263157895,0.0,
0.1,0.0,99.9,0.0,0.1,900.25625,23.69095394736842,0.0,
0.9,0.4,98.4,0.29999999999999716,1.5,900.124,23.687473684210527,0.0,
1.8,0.8,97.1,0.30000000000001137,2.9,1490.264,39.217473684210525,0.0,
0.9,0.2,98.7,0.20000000000000284,1.3,979.98925,25.789190789473686,0.0,
1.7,0.8,97.1,0.4000000000000057,2.9,1118.844,29.44326315789474,0.0,
1.8,0.4,97.8,0.0,2.2,1690.08075,44.47580921052632,0.0,
1.8,0.4,97.6,0.20000000000000284,2.3,989.7,26.044736842105262,0.0,
2.2,1.0,96.6,0.20000000000000284,3.4,958.25225,25.21716447368421,0.0,
0.7,0.3,98.7,0.29999999999999716,1.3,1103.2295,29.032355263157893,0.0,
0.3,0.2,99.5,0.0,0.5,900.29475,23.69196710526316,0.0,
0.2,0.1,99.7,0.0,0.3,900.26775,23.691256578947367,0.0,
0.2,0.2,99.6,0.0,0.4,900.20575,23.689625,0.0,
0.2,0.1,99.7,0.0,0.3,900.1467499999999,23.68807236842105,0.0,
0.3,0.2,99.5,0.0,0.5,900.238,23.690473684210527,0.0,
4.0,1.4,92.0,2.5999999999999943,6.0,1258.3485,33.11443421052632,0.0,
23.4,7.8,57.5,11.299999999999997,33.9,3609.4549999999995,94.98565789473683,0.0,
18.4,6.3,72.0,3.299999999999997,26.3,900.37725,23.694138157894738,0.0,
3.2,1.0,92.3,3.5,4.9,900.23525,23.690401315789472,0.0,
4.2,1.2,94.2,0.3999999999999915,5.7,900.22,23.69,0.0,
2.1,0.9,96.7,0.29999999999999716,3.3,900.08325,23.686401315789475,0.0,
4.6,1.3,92.7,1.3999999999999915,6.3,900.20775,23.68967763157895,0.0,
1.6,0.9,97.2,0.29999999999999716,2.7,900.0872499999999,23.686506578947366,0.0,
4.0,1.3,94.2,0.5,5.8,889.579,23.409973684210524,0.0,
2.8,1.2,95.6,0.4000000000000057,4.3,2406.7635,63.33588157894737,0.0,
2.2,1.0,96.7,0.09999999999999432,3.3,900.2292500000001,23.69024342105263,0.0,
3.0,1.0,95.7,0.29999999999999716,4.2,900.1145,23.687223684210526,0.0,
2.0,0.9,96.7,0.3999999999999915,3.2,2535.8755,66.73356578947369,0.0,
4.4,1.6,93.3,0.7000000000000028,6.5,1334.92075,35.129493421052636,0.0,
9.4,2.6,85.9,2.0999999999999943,13.0,1393.3647499999997,36.667493421052626,0.0,
15.3,5.8,75.0,3.9000000000000057,23.2,900.0605,23.685802631578948,0.0,
14.4,5.2,77.8,2.5999999999999943,21.9,1396.54725,36.751243421052635,0.0,
10.9,4.1,83.3,1.7000000000000028,16.5,904.0395,23.790513157894736,0.0,
4.1,2.8,92.6,0.5,7.4,899.754,23.677736842105265,0.0,
5.8,3.3,90.2,0.7000000000000028,9.8,899.26125,23.664769736842103,0.0,
8.4,3.4,87.4,0.7999999999999972,12.5,900.0415,23.68530263157895,0.0,
7.1,3.5,88.6,0.8000000000000114,11.3,968.8065,25.494907894736844,0.0,
9.4,3.8,86.0,0.7999999999999972,14.0,900.0654999999999,23.685934210526312,0.0,
15.9,6.1,76.1,1.9000000000000057,23.7,1013.9635000000001,26.68325,0.0,
9.8,4.1,84.8,1.2999999999999972,15.2,899.5845,23.673276315789476,0.0,
11.9,5.0,81.6,1.5,18.3,1403.2949999999998,36.928815789473674,0.0,
10.6,5.1,83.0,1.2999999999999972,16.8,1449.88475,38.15486184210526,0.0,
10.4,4.6,83.7,1.2999999999999972,16.2,900.0545000000001,23.685644736842107,0.0,
3.0,2.6,94.0,0.4000000000000057,6.0,979.7907499999999,25.78396710526315,0.0,
2.7,2.8,94.3,0.20000000000000284,5.7,900.0662500000001,23.685953947368425,0.0,
7.4,3.2,87.6,1.8000000000000114,11.5,1399.5610000000001,36.830552631578946,0.0,
4.1,3.2,91.9,0.7999999999999972,8.0,905.1175000000001,23.81888157894737,0.0,
18.4,6.1,72.0,3.5,25.8,2759.835,72.62723684210526,0.0,
14.5,5.4,77.1,3.0,21.7,908.2172499999999,23.90045394736842,0.0,
9.7,3.9,83.8,2.6000000000000085,15.2,900.0635000000001,23.68588157894737,0.0,
4.0,3.0,92.7,0.29999999999999716,7.3,999.7745,26.309855263157893,0.0,
7.6,3.5,88.1,0.8000000000000114,11.8,900.0565,23.685697368421057,0.0,
14.5,4.4,77.4,3.6999999999999886,20.0,928.93275,24.445598684210527,0.0,
14.5,4.5,77.9,3.0999999999999943,20.4,3631.8022499999997,95.57374342105263,0.0,
19.7,6.1,71.5,2.700000000000003,27.4,1003.22325,26.400611842105263,0.0,
17.7,5.9,73.5,2.9000000000000057,25.0,1009.6390000000001,26.569447368421056,0.0,
21.7,6.0,67.3,5.0,29.2,899.9399999999999,23.68263157894737,0.0,
10.4,5.0,83.3,1.2999999999999972,16.7,999.44875,26.301282894736843,0.0,
15.0,5.7,74.2,5.099999999999994,22.2,3337.344,87.82484210526316,0.0,
13.3,4.9,79.4,2.3999999999999915,19.4,899.46025,23.670006578947365,0.0,
20.9,6.3,67.5,5.299999999999997,28.7,2253.21,59.295,0.0,
17.6,5.9,73.1,3.4000000000000057,24.4,1017.6967500000001,26.781493421052634,0.0,
20.9,6.5,68.5,4.099999999999994,28.7,990.2175,26.058355263157896,0.0,
14.1,5.9,78.7,1.2999999999999972,21.2,899.4995,23.67103947368421,0.0,
12.4,6.3,80.2,1.0999999999999943,19.8,1001.44225,26.35374342105263,0.0,
10.9,5.0,82.7,1.3999999999999915,17.3,914.065,24.054342105263157,0.0,
9.7,5.5,83.6,1.2000000000000028,16.4,899.94975,23.682888157894737,0.0,
7.3,3.4,88.7,0.5999999999999943,11.3,1076.99325,28.341927631578947,0.0,
3.4,2.2,94.0,0.4000000000000057,5.9,900.0627499999999,23.68586184210526,0.0,
2.2,2.3,95.4,0.09999999999999432,4.6,970.643,25.543236842105262,0.0,
3.2,2.3,93.2,1.2999999999999972,5.7,1049.5425,27.61953947368421,0.0,
1.9,2.2,95.7,0.20000000000000284,4.3,900.05975,23.685782894736843,0.0,
1.6,2.2,96.0,0.20000000000000284,4.0,939.82,24.732105263157894,0.0,
5.4,3.3,90.5,0.7999999999999972,9.5,948.3355,24.956197368421055,0.0,
2.5,2.3,95.0,0.20000000000000284,5.0,906.2385,23.84838157894737,0.0,
8.3,5.5,84.3,1.9000000000000057,15.4,1095.7965,28.83675,0.0,
3.3,2.4,94.0,0.29999999999999716,6.0,900.06125,23.685822368421054,0.0,
4.5,2.9,92.0,0.5999999999999943,8.0,914.9427499999999,24.077440789473684,0.0,
3.2,2.7,93.7,0.3999999999999915,6.3,900.0692499999999,23.68603289473684,0.0,
5.1,3.0,91.3,0.6000000000000085,8.7,1418.8809999999999,37.33897368421052,0.0,
4.7,2.5,92.4,0.3999999999999915,7.6,900.0527500000001,23.68559868421053,0.0,
3.4,2.7,93.5,0.4000000000000057,6.5,900.055,23.685657894736842,0.0,
4.8,2.4,92.3,0.5,7.7,904.1690000000001,23.793921052631582,0.0,
3.3,2.5,93.8,0.4000000000000057,6.2,900.0475,23.68546052631579,0.0,
1.9,2.4,95.5,0.20000000000000284,4.5,900.721,23.703184210526317,0.0,
4.8,4.0,90.3,0.9000000000000057,9.7,954.32275,25.11375657894737,0.0,
3.4,3.1,92.8,0.7000000000000028,7.1,900.0722499999999,23.686111842105262,0.0,
4.2,2.8,92.2,0.7999999999999972,7.8,921.95425,24.261953947368422,0.0,
5.3,2.8,91.0,0.9000000000000057,9.0,900.0529999999999,23.685605263157893,0.0,
4.2,2.6,92.7,0.5,7.2,932.73275,24.545598684210525,0.0,
3.0,2.7,94.0,0.29999999999999716,6.0,899.48725,23.670717105263158,0.0,
3.9,2.8,92.7,0.5999999999999943,7.3,928.69125,24.43924342105263,0.0,
3.2,2.5,94.0,0.29999999999999716,6.0,900.0704999999999,23.68606578947368,0.0,
4.6,3.5,91.0,0.9000000000000057,9.0,900.0622500000001,23.685848684210526,0.0,
3.1,2.4,94.1,0.4000000000000057,5.9,1755.0352500000001,46.18513815789474,0.0,
3.2,2.7,93.7,0.3999999999999915,6.3,918.4925000000001,24.170855263157893,0.0,
2.2,2.1,95.6,0.10000000000000853,4.4,925.1672500000001,24.34650657894737,0.0,
2.0,2.1,95.8,0.10000000000000853,4.2,1042.606,27.437,0.0,
2.1,2.4,95.4,0.09999999999999432,4.6,900.9385,23.70890789473684,0.0,
2.3,2.0,95.5,0.20000000000000284,4.5,900.07025,23.686059210526313,0.0,
8.8,4.9,83.4,2.8999999999999915,15.6,973.973,25.63086842105263,0.0,
8.6,4.1,86.1,1.2000000000000028,13.9,900.06425,23.685901315789476,0.0,
5.4,3.3,90.7,0.5999999999999943,9.3,928.1105,24.423960526315792,0.0,
2.4,2.5,95.1,0.0,4.9,903.97575,23.78883552631579,0.0,
2.3,2.2,95.4,0.09999999999999432,4.5,912.8932500000001,24.023506578947373,0.0,
2.7,2.2,95.0,0.09999999999999432,5.0,921.5527500000001,24.251388157894738,0.0,
5.7,5.1,87.6,1.6000000000000085,11.5,899.9745,23.68353947368421,0.0,
7.5,4.7,85.8,2.0,13.3,899.9025000000001,23.68164473684211,0.0,
11.0,6.0,81.7,1.2999999999999972,18.0,903.0925,23.765592105263156,0.0,
15.7,5.4,77.3,1.5999999999999943,22.5,911.1155,23.976723684210526,0.0,
7.5,3.8,87.8,0.9000000000000057,12.2,1081.556,28.462000000000003,0.0,
9.1,4.7,84.8,1.4000000000000057,15.2,1045.50925,27.513401315789473,0.0,
10.3,4.0,84.0,1.7000000000000028,16.0,979.66575,25.780677631578946,0.0,
4.4,3.2,91.8,0.6000000000000085,8.2,901.5840000000001,23.725894736842108,0.0,
10.2,4.7,83.4,1.6999999999999886,16.6,899.88,23.681052631578947,0.0,
7.4,3.7,87.8,1.0999999999999943,12.2,900.0465,23.685434210526317,0.0,
9.0,5.2,84.3,1.5,15.7,900.05575,23.685677631578947,0.0,
9.5,4.6,84.8,1.1000000000000085,15.2,1225.184,32.241684210526316,0.0,
9.5,4.3,84.6,1.6000000000000085,15.3,903.5825,23.778486842105263,0.0,
7.1,3.3,88.7,0.9000000000000057,11.3,899.6389999999999,23.67471052631579,0.0,
7.4,3.5,88.1,1.0,11.9,1573.0905,41.39711842105263,0.0,
12.2,4.3,81.6,1.9000000000000057,18.3,901.0672500000001,23.71229605263158,0.0,
7.8,2.9,88.0,1.2999999999999972,12.0,900.7685000000001,23.70443421052632,0.0,
9.3,3.6,85.8,1.2999999999999972,14.1,1937.3267499999997,50.982282894736834,0.0,
11.1,4.3,82.8,1.8000000000000114,17.1,974.3377499999999,25.640467105263156,0.0,
7.3,4.0,87.7,1.0,12.3,948.8285000000001,24.96917105263158,0.0,
6.6,2.8,89.4,1.1999999999999886,10.6,913.294,24.034052631578945,0.0,
6.9,4.2,87.8,1.0999999999999943,12.2,908.9127500000001,23.91875657894737,0.0,
7.8,3.4,87.9,0.8999999999999915,12.1,966.29575,25.42883552631579,0.0,
5.7,2.9,90.8,0.6000000000000085,9.2,900.05275,23.685598684210525,0.0,
10.3,4.2,84.6,0.9000000000000057,15.4,939.1659999999999,24.7148947368421,0.0,
10.7,4.3,83.4,1.5999999999999943,16.6,900.0595,23.68577631578947,0.0,
8.7,4.0,86.0,1.2999999999999972,14.0,902.75825,23.75679605263158,0.0,
9.4,3.6,85.8,1.2000000000000028,14.1,900.0450000000001,23.685394736842106,0.0,
12.0,4.0,82.6,1.4000000000000057,17.3,900.0395000000001,23.685250000000003,0.0,
7.1,4.2,87.6,1.1000000000000085,12.4,912.0169999999999,24.000447368421053,0.0,
7.8,4.2,87.0,1.0,13.0,1399.4262500000002,36.827006578947376,0.0,
9.2,4.0,85.4,1.3999999999999915,14.6,969.6785,25.517855263157895,0.0,
12.4,4.6,81.3,1.7000000000000028,18.6,1088.16575,28.63594078947368,0.0,
9.2,4.0,84.7,2.0999999999999943,14.4,900.02325,23.684822368421052,0.0,
8.6,4.8,84.9,1.6999999999999886,15.0,909.70275,23.93954605263158,0.0,
9.1,5.2,84.2,1.5,15.8,903.7255,23.78225,0.0,
8.0,4.7,85.9,1.3999999999999915,14.1,914.74225,24.07216447368421,0.0,
9.1,5.3,84.2,1.4000000000000057,15.8,941.3444999999999,24.772223684210527,0.0,
6.2,4.8,87.7,1.2999999999999972,12.3,901.4875,23.723355263157895,0.0,
10.0,4.8,83.5,1.7000000000000028,16.4,1266.4275,33.32703947368421,0.0,
9.5,5.6,83.4,1.5,16.6,1530.88,40.28631578947368,0.0,
6.6,4.4,87.9,1.0999999999999943,12.1,917.6132500000001,24.147717105263162,0.0,
8.8,5.4,84.1,1.7000000000000028,15.9,1003.61375,26.410888157894735,0.0,
6.8,4.6,87.5,1.0999999999999943,12.5,935.7929999999999,24.626131578947366,0.0,
8.1,4.2,86.2,1.5,13.8,900.05825,23.685743421052635,0.0,
